"coc.number","year","beds_current","beds_new","beds_dev","beds_facility","beds_other","beds_voucher","coc.state","sample","beds_es","beds_th","beds_rrh","beds_sh","beds_psh","beds_total"
"al-501",2016,1299,191,25,408,14,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-501",2017,798,33,0,285,23,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-501",2018,704,14,0,288,30,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-502",2014,322,4,10,34,10,48,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-502",2015,379,3,10,96,0,34,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-502",2016,366,3,10,36,76,5,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-502",2017,366,3,10,36,76,5,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-502",2018,332,3,0,102,75,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-503",2014,710,89,6,445,43,11,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-503",2015,786,51,16,514,0,15,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-503",2016,727,58,12,445,0,1,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-503",2017,717,74,9,466,0,2,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-503",2018,797,46,0,504,0,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-504",2014,866,69,0,120,0,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-504",2015,864,54,0,153,0,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-504",2016,977,6,0,252,6,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-504",2017,937,0,11,241,6,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-504",2018,879,0,0,207,6,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-505",2014,422,0,0,212,170,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-505",2015,127,0,0,102,0,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-505",2016,184,0,8,118,0,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-505",2017,212,0,0,176,0,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-505",2018,161,0,0,149,0,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-506",2014,343,0,0,16,0,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-506",2015,456,0,72,88,0,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-506",2016,388,0,120,136,0,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-506",2017,470,0,0,91,0,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-506",2018,421,0,0,91,0,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-507",2014,591,37,0,310,0,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-507",2015,727,58,0,282,0,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-507",2016,786,0,0,213,0,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-507",2017,715,0,0,201,0,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"al-507",2018,684,0,0,190,0,0,"al","hic extra",NA,NA,NA,NA,NA,NA
"ar-500",2014,1691,90,0,524,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-500",2015,1801,57,0,584,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-500",2016,1821,79,0,559,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-500",2017,1782,34,0,577,14,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-500",2018,1869,55,0,618,14,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-501",2014,696,28,0,366,15,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-501",2015,786,28,0,404,25,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-501",2016,765,0,0,292,25,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-501",2017,703,0,0,199,0,12,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-501",2018,672,0,0,220,0,8,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-503",2014,668,0,0,548,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-503",2015,670,0,0,495,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-503",2016,778,0,0,540,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-503",2017,723,0,0,471,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-503",2018,576,0,0,441,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-505",2014,222,0,8,190,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-505",2015,230,0,0,190,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-505",2016,239,0,0,199,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-505",2017,239,0,0,199,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-505",2018,215,0,0,187,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-508",2014,132,0,0,105,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-508",2015,174,0,0,105,48,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-508",2016,178,0,0,105,49,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-508",2017,178,0,0,105,49,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-508",2018,283,0,0,210,49,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-512",2014,34,0,0,34,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-512",2015,34,0,0,34,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-512",2016,46,0,0,34,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-512",2017,53,0,0,33,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"ar-512",2018,71,0,0,46,0,0,"ar","hic extra",NA,NA,NA,NA,NA,NA
"az-500",2014,2567,0,0,1209,12,55,"az","hic extra",NA,NA,NA,NA,NA,NA
"az-500",2015,2601,0,0,885,30,11,"az","hic extra",NA,NA,NA,NA,NA,NA
"az-500",2016,2894,0,0,885,21,4,"az","hic extra",NA,NA,NA,NA,NA,NA
"az-500",2017,2536,0,0,982,15,22,"az","hic extra",NA,NA,NA,NA,NA,NA
"az-500",2018,2945,0,0,890,36,18,"az","hic extra",NA,NA,NA,NA,NA,NA
"az-501",2014,3909,192,0,701,60,73,"az","hic extra",NA,NA,NA,NA,NA,NA
"az-501",2015,4010,161,347,799,0,131,"az","hic extra",NA,NA,NA,NA,NA,NA
"az-501",2016,4343,8,0,858,0,123,"az","hic extra",NA,NA,NA,NA,NA,NA
"az-501",2017,3651,165,225,832,0,128,"az","hic extra",NA,NA,NA,NA,NA,NA
"az-501",2018,3898,19,0,818,0,117,"az","hic extra",NA,NA,NA,NA,NA,NA
"az-502",2014,11020,470,100,2529,442,63,"az","hic extra",NA,NA,NA,NA,NA,NA
"az-502",2015,10346,222,548,2016,74,35,"az","hic extra",NA,NA,NA,NA,NA,NA
"az-502",2016,10248,506,140,2283,77,2,"az","hic extra",NA,NA,NA,NA,NA,NA
"az-502",2017,10882,251,409,2159,88,18,"az","hic extra",NA,NA,NA,NA,NA,NA
"az-502",2018,12290,586,83,2275,102,17,"az","hic extra",NA,NA,NA,NA,NA,NA
"ca-500",2014,5351,611,358,925,9,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-500",2015,4863,295,310,906,0,88,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-500",2016,5040,293,116,912,0,5,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-500",2017,5804,1226,720,1090,135,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-500",2018,6687,588,498,1247,140,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-501",2014,9633,182,199,1679,120,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-501",2015,10327,64,678,1928,65,192,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-501",2016,10611,573,445,2139,66,108,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-501",2017,10768,456,516,2255,0,67,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-501",2018,12252,342,842,2174,0,67,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-502",2014,4401,330,256,1020,23,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-502",2015,4514,223,206,884,25,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-502",2016,4609,354,128,932,33,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-502",2017,5093,166,59,989,192,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-502",2018,5313,77,102,995,139,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-503",2014,4310,232,12,680,111,91,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-503",2015,4805,272,50,724,235,74,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-503",2016,4495,304,450,740,221,32,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-503",2017,4718,712,313,793,242,29,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-503",2018,5054,684,176,1292,139,40,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-504",2014,1898,193,75,660,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-504",2015,2242,0,793,711,40,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-504",2016,2223,0,465,705,40,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-504",2017,2298,251,155,778,40,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-504",2018,2328,314,91,957,3,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-505",2014,1724,74,4,417,31,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-505",2015,1886,102,36,594,30,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-505",2016,1619,175,0,476,30,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-505",2017,2030,115,0,531,30,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-505",2018,2042,56,26,617,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-506",2014,1211,52,0,411,41,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-506",2015,1306,193,156,490,29,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-506",2016,1613,112,6,535,51,2,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-506",2017,1374,23,0,462,47,2,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-506",2018,1345,109,0,435,51,5,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-507",2014,1056,4,10,160,60,3,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-507",2015,1017,3,72,184,60,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-507",2016,996,27,45,178,60,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-507",2017,855,151,32,183,60,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-507",2018,1055,68,0,194,60,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-508",2014,1060,116,0,477,0,4,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-508",2015,1145,123,32,477,0,4,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-508",2016,1227,100,109,471,0,4,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-508",2017,1379,32,10,383,0,4,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-508",2018,1409,0,29,435,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-509",2014,671,2,0,135,0,10,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-509",2015,581,2,0,140,0,1,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-509",2016,581,0,0,147,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-509",2017,566,0,0,136,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-509",2018,502,0,0,136,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-510",2014,1166,37,0,446,14,73,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-510",2015,1157,104,0,446,14,41,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-510",2016,1255,55,28,396,44,113,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-510",2017,1403,177,0,402,53,238,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-510",2018,1288,177,0,446,71,143,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-511",2014,2172,42,12,873,0,73,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-511",2015,2044,96,12,694,0,58,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-511",2016,2323,12,0,705,0,34,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-511",2017,2206,0,59,713,0,194,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-511",2018,2401,0,0,800,0,212,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-512",2014,1546,8,0,274,0,39,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-512",2015,1507,78,0,258,0,67,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-512",2016,1646,50,0,199,0,57,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-512",2017,1848,23,0,229,0,23,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-512",2018,2042,5,0,274,0,36,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-513",2014,631,165,23,235,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-513",2015,845,23,33,254,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-513",2016,847,30,36,250,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-513",2017,713,119,116,281,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-513",2018,756,111,43,268,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-514",2014,1724,137,80,293,0,142,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-514",2015,1830,86,0,294,5,78,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-514",2016,1875,77,0,337,4,75,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-514",2017,1996,57,39,269,0,113,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-514",2018,2165,240,46,328,0,97,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-515",2014,624,20,0,166,60,6,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-515",2015,639,77,31,185,70,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-515",2016,879,10,0,308,75,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-515",2017,840,0,17,331,91,2,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-515",2018,1052,9,0,329,90,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-516",2014,619,34,0,226,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-516",2015,531,34,0,326,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-516",2016,614,22,0,366,0,8,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-516",2017,987,143,0,345,0,56,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-516",2018,661,109,0,266,0,48,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-517",2014,303,0,0,154,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-517",2015,292,0,0,158,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-517",2016,302,0,0,164,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-517",2017,320,13,6,168,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-517",2018,272,36,0,147,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-518",2014,670,40,9,179,80,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-518",2015,491,13,104,242,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-518",2016,648,110,36,250,50,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-518",2017,715,0,12,162,30,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-518",2018,801,0,0,240,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-519",2014,567,3,0,208,10,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-519",2015,440,44,0,230,20,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-519",2016,613,77,0,268,5,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-519",2017,828,95,0,268,43,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-519",2018,867,65,4,200,66,25,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-520",2014,300,20,17,103,20,8,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-520",2015,380,0,20,119,0,12,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-520",2016,358,0,9,108,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-520",2017,303,0,0,101,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-520",2018,350,20,0,95,0,33,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-521",2014,422,48,44,149,25,1,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-521",2015,384,80,12,165,25,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-521",2016,389,99,0,95,25,91,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-521",2017,448,4,0,131,0,91,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-521",2018,498,0,8,144,0,68,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-522",2014,311,55,0,44,0,55,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-522",2015,397,0,0,36,0,55,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-522",2016,406,0,0,97,0,48,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-522",2017,530,0,0,311,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-522",2018,481,0,0,269,0,0,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-523",2014,198,0,0,79,0,3,"ca","hic extra",NA,NA,NA,NA,NA,NA
"ca-523",2015,81,0,0,18,0,19,"ca","hic extra",NA,NA,NA,NA,NA,NA
